"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewId","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn"
"The Dean Campustown","5",,"2025-09-24T04:00:54.927Z","0","Stephen Winfield","1","false","2025-09-25T03:31:43.000Z","Stephen, 5-star ratings always brighten our day! Thank you for sharing your delight in our community, and we look forward to providing you with a great experience!",,"6 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2t4TE1XZENUM1ZXWldOUGVtNDFiRzVhVFZGb0xXYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t4TE1XZENUM1ZXWldOUGVtNDFiRzVhVFZGb0xXYxAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOkxLMWdCT3VWZWNPem41bG5aTVFoLWc%7C%7C?hl=en","108408395251587602631","https://lh3.googleusercontent.com/a-/ALV-UjXU5a2OxLpfIOWE_Kgex_TFog3C85E0Q7Vj8AkkehaHBDrhpIU=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108408395251587602631?hl=en",,,
"The Dean Campustown","5","great staff , great service , always willing to help LOVE the team member aniya !","2025-09-24T03:38:32.917Z","0","DAÑE MARIEE","3","false","2025-09-25T03:33:56.000Z","Your kind words mean so much to us! We’re so glad to hear you’ve had such a positive experience with our team. We’ll be sure to pass along your kind words to Aniya—she’ll be thrilled to know she’s made such a great impact! We look forward to continuing to provide you with a great experience!","en","6 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT25BNVlUWnJUemRJUjA1NWNYSXhaMFZOYWpWNVIzYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25BNVlUWnJUemRJUjA1NWNYSXhaMFZOYWpWNVIzYxAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOnA5YTZrTzdIR055cXIxZ0VNajV5R3c%7C%7C?hl=en","115207199888014900527","https://lh3.googleusercontent.com/a-/ALV-UjVSLl5FbzMyHLAzmZe39FbBFUPya06qPAKJ8BDEe3AijPP06VsQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115207199888014900527?hl=en",,,
"The Dean Campustown","5","I found Isha Shamsi very helpful when I was going through the application and leasing process. She answered all of my questions regarding pricing, amenities, and application requirements in a kind and timely manner. With her help, my roommates and I were able to sign for the unit that we wanted and I'm very happy with the service she provided!!","2025-09-22T23:39:05.596Z","0","Medha Muskula","1","false","2025-09-24T03:06:13.000Z","Hearing that Isha provided such helpful service truly makes our day, Medha! She goes above and beyond for our residents, and we’ll be sure to share your kind words with her. We’re thrilled you and your roommates are happy with your new home!","en","6 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2s4d1JVMUxZVlp1VWxobVZTMWZTa0paTW1GUlJsRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s4d1JVMUxZVlp1VWxobVZTMWZTa0paTW1GUlJsRRAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOk8wRU1LYVZuUlhmVS1fSkJZMmFRRlE%7C%7C?hl=en","108053453236264114855","https://lh3.googleusercontent.com/a-/ALV-UjX1_xldXWYtF6GeQY5Z0H0lMmx0K0JlEDq6HMOg2imsME1TaDr3=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108053453236264114855?hl=en",,,
"The Dean Campustown","5","Isha gave me and my roommates an immersive tour showing the amenities all around, a great place with great people to live with :)","2025-09-20T06:45:45.564Z","0","Bhuvan Kala","4","false","2025-09-23T03:14:49.000Z","Bhuvan, we’re so glad to hear Isha made your tour such a great experience! It’s wonderful to know you and your roommates enjoyed seeing the amenities, and we couldn’t agree more — this is a great place with great people. We’d love to welcome you to the community!","en","6 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2tGdFdGWnNWRVp2ZFRWT2RIbFRWMFZqWkZsQ2IyYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tGdFdGWnNWRVp2ZFRWT2RIbFRWMFZqWkZsQ2IyYxAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOkFtWFZsVEZvdTVOdHlTV0VjZFlCb2c%7C%7C?hl=en","100247617397459151022","https://lh3.googleusercontent.com/a-/ALV-UjWvjjXoNmlqSf1tc-gZG_R-PKOV_GVjIyL8-41D5_DPuDXPx09d=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/100247617397459151022?hl=en",,,
"The Dean Campustown","5","Great customer service, Aniya and Bailey have been a great help.","2025-09-18T19:41:07.095Z","0","Abdul Alli-Balogun","3","false","2025-09-20T04:39:44.000Z","Abdul, we’re so glad to hear that you’ve had a great experience with Aniya and Bailey. Providing excellent customer service is very important to us, and we’ll be sure to share your kind words with them. We hope you continue to have a great time in our community!","en","7 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2twQlFXTkZRbmh5TUc1c1FqUm5jR3B1ZDI1WGRGRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twQlFXTkZRbmh5TUc1c1FqUm5jR3B1ZDI1WGRGRRAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOkpBQWNFQnhyMG5sQjRncGpud25XdFE%7C%7C?hl=en","113607230123684348687","https://lh3.googleusercontent.com/a/ACg8ocLIref3QhMUmkrc25spMFI7t6zYNQubVYqYkRAq55SJMspGzg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113607230123684348687?hl=en",,,
"The Dean Campustown","1",,"2025-09-13T08:20:16.856Z","0","Mavis Xia","0","false","2025-09-18T13:42:05.000Z","Mavis, it is important to us that everyone enjoys a 5-star experience in our community. We’d love the opportunity to learn more about your experience and how we can improve. Please email us directly at info@thedeancampustown.com.",,"7 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2pWWGIyTklRbkJTVlRKcE9IZGlia3BoU1Y5SGQwRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWWGIyTklRbkJTVlRKcE9IZGlia3BoU1Y5SGQwRRAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOjVXb2NIQnBSVTJpOHdibkphSV9Hd0E%7C%7C?hl=en","105640223826052665914","https://lh3.googleusercontent.com/a/ACg8ocLWMl1Wl_Ly6aSPqpD5zqHDTyFkjkqPk-4FBrxdCBZd_et0kQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105640223826052665914?hl=en",,,
"The Dean Campustown","1","The buildings trash chute hasn’t been working for almost three weeks now. Fruit fly infestation as a result. They will swarm you in the elevator and other parts of the building. Very unsatisfied with management’s lack of proper problem resolution.","2025-09-08T21:59:04.651Z","0","Anonymous","1","false","2025-09-12T20:34:45.000Z","We appreciate your review. Our maintenance team works hard to make repairs promptly, and we appreciate your patience as we work on the trash chute. If you have any questions about the status of the repair, please feel welcome to email us at info@thedeancampustown.com.","en","7 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2pKVVoxVXROVlZDVkVsamMyNVJaRzVIUmtoRlUzYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pKVVoxVXROVlZDVkVsamMyNVJaRzVIUmtoRlUzYxAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOjJUZ1UtNVVCVEljc25RZG5HRkhFU3c%7C%7C?hl=en","104339114498213185120","https://lh3.googleusercontent.com/a/ACg8ocLV4VKfhNVYqjwscNcJoyuR5BPDrUq15H9pAq889wEbS8irQA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104339114498213185120?hl=en",,,
"The Dean Campustown","1","My daughter just moved in, and unfortunately, the place was full of fruit flies from the start. It was very disappointing to walk into an unclean and uncomfortable environment, especially on move-in day. For the amount we’re paying, I expected the unit to be properly cleaned and ready. I hope management takes this seriously and resolves the issue quickly, because this should not be the first impression for new residents.","2025-09-06T06:17:33.940Z","0","Amber Siddiqi","13","false","2025-09-12T18:53:23.000Z","Amber, thank you for reaching out on behalf of your daughter. We take pride in providing well-kept apartment homes, and we are sorry to hear you felt disappointed with the initial condition of her home. Her comfort is important to us, and we are eager to address her pest concerns quickly. Please ask her to reach out to us at info@thedeancampustown.com at her earliest convenience.","en","7 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2paNWVERXpZbk5vUlhOcVZtcGxaMmRQVkdaVk5FRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2paNWVERXpZbk5vUlhOcVZtcGxaMmRQVkdaVk5FRRAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOjZ5eDEzYnNoRXNqVmplZ2dPVGZVNEE%7C%7C?hl=en","101566301459154951641","https://lh3.googleusercontent.com/a/ACg8ocJMOHfTIRXvez0RnyEwA1Al-DL2cZCfeALD2yqpTFeQyqxcOQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101566301459154951641?hl=en",,,
"The Dean Campustown","1","The apartment I'm living in is infested with flies.","2025-09-03T19:09:19.213Z","0","Khang Mai","97","true","2025-09-12T17:42:18.000Z","Khang, your comfort in your home is of paramount importance to us, and we want to address your concerns about pests. At your convenience, please get in touch with us at info@thedeancampustown.com.","en","7 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2twS01UZENRM1J1Y2toUlpHOUtjRTh6YTBZemRsRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2twS01UZENRM1J1Y2toUlpHOUtjRTh6YTBZemRsRRAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOkpKMTdCQ3RuckhRZG9KcE8za0YzdlE%7C%7C?hl=en","113037224378703180281","https://lh3.googleusercontent.com/a-/ALV-UjW0gRLQKEnxKyN0-0RJsNPPKqq_GP1UgbifA1_GwVf3fTEWnWqs=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/113037224378703180281?hl=en",,,
"The Dean Campustown","5",,"2025-09-02T20:23:28.280Z","0","Mian Muhammad Arham","15","true","2025-09-04T02:51:04.000Z","Mian, your five stars brightened our day. Thank you for letting us know that you love our community!",,"7 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2t4cFRXTk1kVXhZVTBWVk1XbHBYMFYyZFZwclFYYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t4cFRXTk1kVXhZVTBWVk1XbHBYMFYyZFZwclFYYxAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOkxpTWNMdUxYU0VVMWlpX0V2dVprQXc%7C%7C?hl=en","103744182085048995243","https://lh3.googleusercontent.com/a-/ALV-UjW1qRe3qP5QbWvwVg0jErSIFUUpWljpgrINiDVjmh9gDqwb050p=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/103744182085048995243?hl=en",,,
"The Dean Campustown","5",,"2025-09-02T10:33:40.412Z","0","Greg Purnell","104","true","2025-09-04T02:45:35.000Z","Greg, we aim to provide exceptional service and a top-notch living experience, and your rating indicates we are on the right track. Thank you for giving us five stars!",,"7 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2swMFNYaE9TVkE1TlZWMlJ6VnJjbk5qY2paWU5VRRAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2swMFNYaE9TVkE1TlZWMlJ6VnJjbk5qY2paWU5VRRAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOk00SXhOSVA5NVV2RzVrcnNjcjZYNUE%7C%7C?hl=en","116943644563586140967","https://lh3.googleusercontent.com/a-/ALV-UjUxoPGqlmmLM5PUhLR4nsa4xpln1LNpOqrUIY7F3nv_D2yeOpZSow=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/116943644563586140967?hl=en",,,
"The Dean Campustown","1","The trash room is overfilling so much that you cant walk in. They still haven’t given me my parking spot number, and forgot to give me my apartment key when moving in. There are fruit flies all over the building","2025-08-30T19:05:39.105Z","1","Novella Franz","3","false","2025-09-04T13:36:48.000Z","Novella, we strive to keep the community clean and inviting, and we appreciate you letting us know about the trash room. Our goal is to make the move-in process as convenient as possible, and we are eager to ensure you have your parking spot number and apartment home key. At your earliest convenience, please email us at info@thedeancampustown.com.","en","7 months ago",,"Ci9DQUlRQUNvZENodHljRjlvT2tkNVgwcEpUbmxsTTNFM1kyZFRiRE5FY25acU9XYxAB","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkNVgwcEpUbmxsTTNFM1kyZFRiRE5FY25acU9XYxAB!2m1!1s0x0:0x360d6f786d635e1a!3m1!1s2@1:CAIQACodChtycF9oOkd5X0pJTnllM3E3Y2dTbDNEcnZqOWc%7C%7C?hl=en","113133330489673671259","https://lh3.googleusercontent.com/a/ACg8ocKIsxKTSvaN89D57Ls78k9JuyE3geX12c0LRe1wuDBsmlPudcY=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113133330489673671259?hl=en",,,
